# Equilibrio L-V con potencial Lennard-Jones

units           lj
atom_style      atomic

# Crear caja inicial (10x10x10) con red FCC y replicar en X
lattice         fcc 0.8442
Lattice spacing in x,y,z = 1.6795962 1.6795962 1.6795962
region          box block 0 10 0 10 0 10
create_box      1 box
Created orthogonal box = (0 0 0) to (16.795962 16.795962 16.795962)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 4000 atoms
  using lattice units in orthogonal box = (0 0 0) to (16.795962 16.795962 16.795962)
  create_atoms CPU = 0.007 seconds
replicate       3 1 1
Replication is creating a 3x1x1 = 3 times larger system...
  orthogonal box = (0 0 0) to (50.387886 16.795962 16.795962)
  1 by 1 by 1 MPI processor grid
  12000 atoms
  replicate CPU = 0.019 seconds

# Borrar las regiones laterales (sólo conservar el centro)
group           extremos id <> 1 4000
4000 atoms in group extremos
group           extremos id <> 8001 12000
8000 atoms in group extremos
delete_atoms    group extremos
Deleted 8000 atoms, new total = 4000

mass            1 1.0
neigh_modify    delay 5

# Inicialización de velocidades
velocity        all create 0.7 87287

# Interacción Lennard-Jones
pair_style      lj/cut 2.5
pair_coeff      1 1 1.0 1.0

# Temperatura de simulación (editable)
variable        T equal 1.0

# Primera etapa: dinámica NVE
fix             f1 all nve

compute         tempi all temp
compute         press all pressure tempi

# Registro de temperatura y presión
fix             f_temp all ave/time 10 10 100 c_tempi file temperatura_${T}.out
fix             f_temp all ave/time 10 10 100 c_tempi file temperatura_1.out
fix             f_press all ave/time 10 10 100 c_press file prico_${T}.out
fix             f_press all ave/time 10 10 100 c_press file prico_1.out

# Registro del tensor de presión completo
fix             f_tensor all ave/time 10 10 100 c_press[1] c_press[2] c_press[3] c_press[4] c_press[5] c_press[6] file ptensor_${T}.out
fix             f_tensor all ave/time 10 10 100 c_press[1] c_press[2] c_press[3] c_press[4] c_press[5] c_press[6] file ptensor_1.out

# Dump inicial para observar evolución
dump            d1 all atom 100 dump_${T}.melt
dump            d1 all atom 100 dump_1.melt

thermo_style    custom step density pe ke etotal
thermo          50
timestep        0.005

# Corrida inicial para estabilización
run             20000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 5 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 36 12 12
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.654 | 3.654 | 3.654 Mbytes
   Step        Density         PotEng         KinEng         TotEng    
     29400   0.2814        -2.7854684      1.4989883     -1.2864801    
     29450   0.2814        -2.7848297      1.5036034     -1.2812262    
     29500   0.2814        -2.7739834      1.4927532     -1.2812303    
     29550   0.2814        -2.7911114      1.4983845     -1.2927269    
     29600   0.2814        -2.7906482      1.4945483     -1.2960998    
     29650   0.2814        -2.77496        1.4830758     -1.2918841    
     29700   0.2814        -2.7756295      1.5004728     -1.2751567    
     29750   0.2814        -2.7384027      1.498752      -1.2396507    
     29800   0.2814        -2.7595282      1.5163719     -1.2431563    
     29850   0.2814        -2.7417779      1.4811129     -1.260665     
     29900   0.2814        -2.7659977      1.5207732     -1.2452245    
     29950   0.2814        -2.7368239      1.4694056     -1.2674183    
     30000   0.2814        -2.7612336      1.5039802     -1.2572534    
     30050   0.2814        -2.7543923      1.4986475     -1.2557448    
     30100   0.2814        -2.7325732      1.5182748     -1.2142984    
     30150   0.2814        -2.7529792      1.5112978     -1.2416814    
     30200   0.2814        -2.7479181      1.4836736     -1.2642445    
     30250   0.2814        -2.7312964      1.4972192     -1.2340772    
     30300   0.2814        -2.7366748      1.4790049     -1.2576699    
     30350   0.2814        -2.7289313      1.5293985     -1.1995328    
     30400   0.2814        -2.7213117      1.5309067     -1.190405     
     30450   0.2814        -2.717292       1.4700844     -1.2472077    
     30500   0.2814        -2.7176057      1.515408      -1.2021977    
     30550   0.2814        -2.7122309      1.5030982     -1.2091327    
     30600   0.2814        -2.712743       1.493288      -1.2194549    
     30650   0.2814        -2.7033883      1.5251313     -1.178257     
     30700   0.2814        -2.7161856      1.4634663     -1.2527193    
     30750   0.2814        -2.7000459      1.5165101     -1.1835358    
     30800   0.2814        -2.6964256      1.4888325     -1.2075931    
     30850   0.2814        -2.6948599      1.4860686     -1.2087912    
     30900   0.2814        -2.6825825      1.5085846     -1.1739979    
     30950   0.2814        -2.6984073      1.4681539     -1.2302534    
     31000   0.2814        -2.707782       1.4693311     -1.2384509    
     31050   0.2814        -2.709229       1.5118043     -1.1974248    
     31100   0.2814        -2.6991638      1.4921604     -1.2070034    
     31150   0.2814        -2.7012802      1.4944797     -1.2068005    
     31200   0.2814        -2.7017147      1.4947381     -1.2069765    
     31250   0.2814        -2.700516       1.5291723     -1.1713438    
     31300   0.2814        -2.6987103      1.5166733     -1.182037     
     31350   0.2814        -2.6911557      1.5212791     -1.1698765    
     31400   0.2814        -2.7051962      1.4882443     -1.216952     
     31450   0.2814        -2.7004552      1.5284657     -1.1719895    
     31500   0.2814        -2.7291474      1.5211599     -1.2079876    
     31550   0.2814        -2.7341078      1.4884304     -1.2456774    
     31600   0.2814        -2.7357925      1.4997001     -1.2360924    
     31650   0.2814        -2.7558275      1.5066471     -1.2491804    
     31700   0.2814        -2.7425589      1.4588475     -1.2837113    
     31750   0.2814        -2.7217268      1.5216978     -1.200029     
     31800   0.2814        -2.7433734      1.4881923     -1.2551811    
     31850   0.2814        -2.7597241      1.4874784     -1.2722456    
     31900   0.2814        -2.7607267      1.4982547     -1.262472     
     31950   0.2814        -2.7568822      1.4958531     -1.2610291    
     32000   0.2814        -2.7335693      1.4970023     -1.236567     
     32050   0.2814        -2.7277052      1.5157212     -1.211984     
     32100   0.2814        -2.7248205      1.4776705     -1.24715      
     32150   0.2814        -2.7292099      1.4913234     -1.2378865    
     32200   0.2814        -2.7190381      1.53659       -1.182448     
     32250   0.2814        -2.7103013      1.4837659     -1.2265354    
     32300   0.2814        -2.7136996      1.4800754     -1.2336242    
     32350   0.2814        -2.7106794      1.4777617     -1.2329178    
     32400   0.2814        -2.7212939      1.5031913     -1.2181026    
     32450   0.2814        -2.6993361      1.4761499     -1.2231862    
     32500   0.2814        -2.7014142      1.521852      -1.1795622    
     32550   0.2814        -2.7022756      1.5234054     -1.1788702    
     32600   0.2814        -2.7127652      1.4947342     -1.218031     
     32650   0.2814        -2.6887078      1.4981092     -1.1905986    
     32700   0.2814        -2.7003638      1.5116942     -1.1886695    
     32750   0.2814        -2.6925585      1.504512      -1.1880465    
     32800   0.2814        -2.6879852      1.468123      -1.2198622    
     32850   0.2814        -2.6994951      1.5077439     -1.1917512    
     32900   0.2814        -2.6882152      1.520199      -1.1680162    
     32950   0.2814        -2.68768        1.4870577     -1.2006223    
     33000   0.2814        -2.69099        1.486323      -1.204667     
     33050   0.2814        -2.6997365      1.4989088     -1.2008277    
     33100   0.2814        -2.7060223      1.5127832     -1.193239     
     33150   0.2814        -2.7128535      1.4873783     -1.2254751    
     33200   0.2814        -2.7129763      1.4785303     -1.234446     
     33250   0.2814        -2.7144009      1.4571562     -1.2572448    
     33300   0.2814        -2.7174443      1.4877354     -1.2297089    
     33350   0.2814        -2.7284966      1.4991051     -1.2293915    
     33400   0.2814        -2.7137627      1.5219599     -1.1918028    
     33450   0.2814        -2.7273097      1.5289604     -1.1983493    
     33500   0.2814        -2.7179776      1.4844538     -1.2335238    
     33550   0.2814        -2.7089059      1.4776481     -1.2312578    
     33600   0.2814        -2.705305       1.5072774     -1.1980276    
     33650   0.2814        -2.7006097      1.5071958     -1.1934138    
     33700   0.2814        -2.7029884      1.4913484     -1.21164      
     33750   0.2814        -2.6834723      1.525598      -1.1578743    
     33800   0.2814        -2.7007267      1.4639425     -1.2367843    
     33850   0.2814        -2.7142822      1.5201959     -1.1940864    
     33900   0.2814        -2.7076388      1.5146324     -1.1930064    
     33950   0.2814        -2.7176646      1.4995198     -1.2181449    
     34000   0.2814        -2.7210042      1.4907208     -1.2302834    
     34050   0.2814        -2.7452498      1.4828414     -1.2624085    
     34100   0.2814        -2.7437061      1.5021465     -1.2415597    
     34150   0.2814        -2.7305489      1.5399434     -1.1906055    
     34200   0.2814        -2.7295709      1.5148673     -1.2147036    
     34250   0.2814        -2.747082       1.4791079     -1.2679741    
     34300   0.2814        -2.7419307      1.4883538     -1.2535769    
     34350   0.2814        -2.7502482      1.4940583     -1.2561899    
     34400   0.2814        -2.7493626      1.4837041     -1.2656585    
     34450   0.2814        -2.759751       1.5521397     -1.2076113    
     34500   0.2814        -2.7554944      1.4794616     -1.2760328    
     34550   0.2814        -2.7483323      1.4968667     -1.2514656    
     34600   0.2814        -2.7312298      1.5467131     -1.1845167    
     34650   0.2814        -2.7342541      1.5192483     -1.2150058    
     34700   0.2814        -2.7172042      1.4872026     -1.2300016    
     34750   0.2814        -2.7164473      1.4785008     -1.2379465    
     34800   0.2814        -2.7356148      1.4822097     -1.2534051    
     34850   0.2814        -2.7338784      1.5071513     -1.2267271    
     34900   0.2814        -2.7313481      1.4694067     -1.2619414    
     34950   0.2814        -2.7517196      1.5146946     -1.2370249    
     35000   0.2814        -2.7561199      1.5120591     -1.2440608    
     35050   0.2814        -2.7419758      1.4705274     -1.2714484    
     35100   0.2814        -2.7669341      1.5202464     -1.2466876    
     35150   0.2814        -2.7562404      1.5069036     -1.2493368    
     35200   0.2814        -2.7830827      1.4593435     -1.3237392    
     35250   0.2814        -2.7698899      1.5365688     -1.2333211    
     35300   0.2814        -2.7768759      1.4969226     -1.2799532    
     35350   0.2814        -2.7924316      1.4989102     -1.2935214    
     35400   0.2814        -2.7927208      1.498938      -1.2937827    
     35450   0.2814        -2.7938942      1.509767      -1.2841272    
     35500   0.2814        -2.772092       1.4724001     -1.2996919    
     35550   0.2814        -2.7768262      1.5061268     -1.2706995    
     35600   0.2814        -2.7853824      1.5354454     -1.249937     
     35650   0.2814        -2.7929456      1.495809      -1.2971366    
     35700   0.2814        -2.7799633      1.4735992     -1.3063641    
     35750   0.2814        -2.7677521      1.494668      -1.2730841    
     35800   0.2814        -2.7862602      1.5168556     -1.2694046    
     35850   0.2814        -2.7850971      1.5529676     -1.2321295    
     35900   0.2814        -2.758925       1.5086828     -1.2502422    
     35950   0.2814        -2.7676533      1.497175      -1.2704782    
     36000   0.2814        -2.7644884      1.51222       -1.2522685    
     36050   0.2814        -2.7727328      1.4859405     -1.2867923    
     36100   0.2814        -2.7644841      1.5319633     -1.2325209    
     36150   0.2814        -2.782285       1.4605597     -1.3217253    
     36200   0.2814        -2.7895507      1.4857285     -1.3038221    
     36250   0.2814        -2.7880839      1.4770882     -1.3109958    
     36300   0.2814        -2.7766189      1.4968358     -1.2797831    
     36350   0.2814        -2.7784674      1.5042928     -1.2741746    
     36400   0.2814        -2.7847993      1.4909308     -1.2938685    
     36450   0.2814        -2.7677632      1.4637741     -1.303989     
     36500   0.2814        -2.7653367      1.5096852     -1.2556515    
     36550   0.2814        -2.7623015      1.4985301     -1.2637715    
     36600   0.2814        -2.7558425      1.5092141     -1.2466284    
     36650   0.2814        -2.7707476      1.5093478     -1.2613998    
     36700   0.2814        -2.7786695      1.5232452     -1.2554243    
     36750   0.2814        -2.7646786      1.5067988     -1.2578798    
     36800   0.2814        -2.7794242      1.4803544     -1.2990697    
     36850   0.2814        -2.799544       1.502417      -1.2971269    
     36900   0.2814        -2.770219       1.5247571     -1.2454619    
     36950   0.2814        -2.7904417      1.4946291     -1.2958127    
     37000   0.2814        -2.7855629      1.4886663     -1.2968967    
     37050   0.2814        -2.7976259      1.539244      -1.258382     
     37100   0.2814        -2.7615113      1.489324      -1.2721872    
     37150   0.2814        -2.7683733      1.5176589     -1.2507144    
     37200   0.2814        -2.7350078      1.4956642     -1.2393437    
     37250   0.2814        -2.7279844      1.4992421     -1.2287422    
     37300   0.2814        -2.7242867      1.5150215     -1.2092652    
     37350   0.2814        -2.7108164      1.5296578     -1.1811586    
     37400   0.2814        -2.7264401      1.5033042     -1.2231359    
     37450   0.2814        -2.7334881      1.483697      -1.2497911    
     37500   0.2814        -2.7137545      1.5005443     -1.2132102    
     37550   0.2814        -2.7090454      1.501216      -1.2078294    
     37600   0.2814        -2.6962529      1.5104263     -1.1858265    
     37650   0.2814        -2.6896214      1.4902055     -1.1994159    
     37700   0.2814        -2.7046235      1.4974859     -1.2071376    
     37750   0.2814        -2.7107228      1.5205839     -1.190139     
     37800   0.2814        -2.6934012      1.4783577     -1.2150435    
     37850   0.2814        -2.7237262      1.5264808     -1.1972454    
     37900   0.2814        -2.7100449      1.4750698     -1.2349751    
     37950   0.2814        -2.7095254      1.5049111     -1.2046143    
     38000   0.2814        -2.7031054      1.5232596     -1.1798458    
     38050   0.2814        -2.6970125      1.4794543     -1.2175581    
     38100   0.2814        -2.6998775      1.4904798     -1.2093977    
     38150   0.2814        -2.7012942      1.517666      -1.1836283    
     38200   0.2814        -2.6853548      1.4838816     -1.2014732    
     38250   0.2814        -2.6993269      1.4974077     -1.2019192    
     38300   0.2814        -2.7106058      1.5112543     -1.1993516    
     38350   0.2814        -2.7253045      1.5158024     -1.2095021    
     38400   0.2814        -2.7214712      1.469515      -1.2519562    
     38450   0.2814        -2.7078183      1.4748698     -1.2329485    
     38500   0.2814        -2.7316192      1.5105319     -1.2210873    
     38550   0.2814        -2.7158312      1.4985669     -1.2172643    
     38600   0.2814        -2.7114365      1.4943958     -1.2170407    
     38650   0.2814        -2.693191       1.5253396     -1.1678515    
     38700   0.2814        -2.6893688      1.4937107     -1.1956582    
     38750   0.2814        -2.7117807      1.4630947     -1.248686     
     38800   0.2814        -2.7057481      1.5044339     -1.2013142    
     38850   0.2814        -2.6923876      1.4919562     -1.2004314    
     38900   0.2814        -2.6876587      1.4916915     -1.1959672    
     38950   0.2814        -2.6952999      1.4995931     -1.1957067    
     39000   0.2814        -2.6801116      1.5219113     -1.1582003    
     39050   0.2814        -2.6842801      1.4808288     -1.2034513    
     39100   0.2814        -2.6810955      1.4929992     -1.1880963    
     39150   0.2814        -2.6852802      1.5085759     -1.1767043    
     39200   0.2814        -2.6912528      1.5010556     -1.1901972    
     39250   0.2814        -2.6947923      1.4885116     -1.2062807    
     39300   0.2814        -2.6898609      1.4984688     -1.1913921    
     39350   0.2814        -2.6929002      1.516039      -1.1768612    
     39400   0.2814        -2.6967747      1.4781968     -1.2185779    
     39450   0.2814        -2.6903118      1.4804992     -1.2098127    
     39500   0.2814        -2.682152       1.4930806     -1.1890714    
     39550   0.2814        -2.6796024      1.4913594     -1.1882431    
     39600   0.2814        -2.6803962      1.5360027     -1.1443936    
     39650   0.2814        -2.6854702      1.4588298     -1.2266404    
     39700   0.2814        -2.6740846      1.5046376     -1.169447     
     39750   0.2814        -2.6748779      1.5177754     -1.1571025    
     39800   0.2814        -2.6623038      1.500838      -1.1614658    
     39850   0.2814        -2.6625955      1.5199311     -1.1426644    
     39900   0.2814        -2.6630083      1.4987606     -1.1642477    
     39950   0.2814        -2.6544919      1.4960715     -1.1584204    
     40000   0.2814        -2.6688652      1.5246121     -1.1442531    
     40050   0.2814        -2.6657976      1.5071939     -1.1586037    
     40100   0.2814        -2.6629352      1.4676306     -1.1953046    
     40150   0.2814        -2.6703668      1.5012232     -1.1691436    
     40200   0.2814        -2.6582341      1.5260975     -1.1321366    
     40250   0.2814        -2.6508089      1.4962906     -1.1545184    
     40300   0.2814        -2.6697858      1.4815109     -1.1882748    
     40350   0.2814        -2.6710798      1.4823535     -1.1887262    
     40400   0.2814        -2.6465158      1.5066188     -1.139897     
     40450   0.2814        -2.6476391      1.4688159     -1.1788232    
     40500   0.2814        -2.6396072      1.4695049     -1.1701023    
     40550   0.2814        -2.6370369      1.4976023     -1.1394346    
     40600   0.2814        -2.6603137      1.507493      -1.1528207    
     40650   0.2814        -2.6587965      1.4832945     -1.175502     
     40700   0.2814        -2.663236       1.5234203     -1.1398156    
     40750   0.2814        -2.6811258      1.5258297     -1.1552961    
     40800   0.2814        -2.6698342      1.4700261     -1.199808     
     40850   0.2814        -2.6855865      1.5564831     -1.1291035    
     40900   0.2814        -2.685984       1.5367849     -1.1491991    
     40950   0.2814        -2.6987302      1.5006452     -1.198085     
     41000   0.2814        -2.6870632      1.4776094     -1.2094537    
     41050   0.2814        -2.6828712      1.5162668     -1.1666044    
     41100   0.2814        -2.6825716      1.4982886     -1.184283     
     41150   0.2814        -2.6777279      1.51899       -1.158738     
     41200   0.2814        -2.6843671      1.4883789     -1.1959881    
     41250   0.2814        -2.6735343      1.4949667     -1.1785676    
     41300   0.2814        -2.6855509      1.4929567     -1.1925942    
     41350   0.2814        -2.6872801      1.4791339     -1.2081462    
     41400   0.2814        -2.6880533      1.5256007     -1.1624526    
     41450   0.2814        -2.687683       1.503748      -1.183935     
     41500   0.2814        -2.6879741      1.5189779     -1.1689962    
     41550   0.2814        -2.6890872      1.5063503     -1.1827369    
     41600   0.2814        -2.6881462      1.5042352     -1.183911     
     41650   0.2814        -2.7035934      1.4925111     -1.2110823    
     41700   0.2814        -2.6966068      1.4734116     -1.2231951    
     41750   0.2814        -2.7019226      1.4956781     -1.2062445    
     41800   0.2814        -2.6965037      1.4970577     -1.199446     
     41850   0.2814        -2.6896984      1.5078665     -1.181832     
     41900   0.2814        -2.6978631      1.4962072     -1.2016558    
     41950   0.2814        -2.6953965      1.467389      -1.2280075    
     42000   0.2814        -2.6948099      1.522755      -1.1720548    
     42050   0.2814        -2.675807       1.4997373     -1.1760697    
     42100   0.2814        -2.6716811      1.5120555     -1.1596256    
     42150   0.2814        -2.6711157      1.5130831     -1.1580325    
     42200   0.2814        -2.6737342      1.5051336     -1.1686006    
     42250   0.2814        -2.6577907      1.4671074     -1.1906833    
     42300   0.2814        -2.6648336      1.4724636     -1.19237      
     42350   0.2814        -2.6540394      1.4951164     -1.158923     
     42400   0.2814        -2.6547625      1.4765952     -1.1781672    
     42450   0.2814        -2.661443       1.5190544     -1.1423886    
     42500   0.2814        -2.6530774      1.5065618     -1.1465156    
     42550   0.2814        -2.6650994      1.5069722     -1.1581272    
     42600   0.2814        -2.6487807      1.492631      -1.1561497    
     42650   0.2814        -2.6560338      1.4592035     -1.1968304    
     42700   0.2814        -2.6578996      1.5209156     -1.136984     
     42750   0.2814        -2.6763479      1.5162213     -1.1601266    
     42800   0.2814        -2.6970042      1.548247      -1.1487572    
     42850   0.2814        -2.6968792      1.475825      -1.2210541    
     42900   0.2814        -2.7121224      1.4886375     -1.2234848    
     42950   0.2814        -2.6968488      1.5400436     -1.1568052    
     43000   0.2814        -2.7041219      1.5054715     -1.1986504    
     43050   0.2814        -2.7162277      1.4877023     -1.2285254    
     43100   0.2814        -2.6988696      1.5248218     -1.1740477    
     43150   0.2814        -2.7031302      1.5185144     -1.1846158    
     43200   0.2814        -2.723073       1.5188571     -1.2042159    
     43250   0.2814        -2.7080813      1.5159924     -1.1920889    
     43300   0.2814        -2.70113        1.4982464     -1.2028836    
     43350   0.2814        -2.6983173      1.4785776     -1.2197397    
     43400   0.2814        -2.7066685      1.5007932     -1.2058754    
     43450   0.2814        -2.7120397      1.5061985     -1.2058412    
     43500   0.2814        -2.7034641      1.4958961     -1.207568     
     43550   0.2814        -2.6838882      1.4941027     -1.1897855    
     43600   0.2814        -2.6666218      1.5213844     -1.1452374    
     43650   0.2814        -2.6923992      1.5065462     -1.185853     
     43700   0.2814        -2.7160802      1.4826923     -1.2333879    
     43750   0.2814        -2.6991538      1.5037107     -1.1954431    
     43800   0.2814        -2.7148036      1.4985396     -1.2162641    
     43850   0.2814        -2.7237759      1.5226953     -1.2010806    
     43900   0.2814        -2.7249144      1.4917381     -1.2331763    
     43950   0.2814        -2.7217491      1.4943676     -1.2273815    
     44000   0.2814        -2.7019529      1.5146608     -1.187292     
     44050   0.2814        -2.692309       1.4813295     -1.2109794    
     44100   0.2814        -2.6899021      1.4998941     -1.190008     
     44150   0.2814        -2.7000865      1.4834362     -1.2166504    
     44200   0.2814        -2.7040044      1.5068576     -1.1971467    
     44250   0.2814        -2.7161839      1.4749987     -1.2411852    
     44300   0.2814        -2.7001538      1.5040006     -1.1961532    
     44350   0.2814        -2.6896504      1.5161257     -1.1735247    
     44400   0.2814        -2.6811484      1.477201      -1.2039475    
     44450   0.2814        -2.6470863      1.5103407     -1.1367456    
     44500   0.2814        -2.6428872      1.4992283     -1.1436589    
     44550   0.2814        -2.6768327      1.4922466     -1.1845861    
     44600   0.2814        -2.6770898      1.4733566     -1.2037332    
     44650   0.2814        -2.6783416      1.502037      -1.1763047    
     44700   0.2814        -2.6762326      1.4634994     -1.2127332    
     44750   0.2814        -2.6735369      1.5083795     -1.1651574    
     44800   0.2814        -2.6952825      1.4859024     -1.2093801    
     44850   0.2814        -2.6679112      1.4821314     -1.1857798    
     44900   0.2814        -2.6717085      1.5002794     -1.1714291    
     44950   0.2814        -2.6852768      1.53766       -1.1476168    
     45000   0.2814        -2.6637763      1.4920453     -1.1717309    
     45050   0.2814        -2.672016       1.4814365     -1.1905796    
     45100   0.2814        -2.6852137      1.5026754     -1.1825384    
     45150   0.2814        -2.6660137      1.5043487     -1.161665     
     45200   0.2814        -2.6745989      1.5114425     -1.1631563    
     45250   0.2814        -2.6727474      1.4850129     -1.1877345    
     45300   0.2814        -2.6615287      1.476995      -1.1845337    
     45350   0.2814        -2.6603352      1.4907175     -1.1696177    
     45400   0.2814        -2.6683299      1.5279276     -1.1404023    
     45450   0.2814        -2.6565812      1.4981502     -1.158431     
     45500   0.2814        -2.655308       1.4297979     -1.2255101    
     45550   0.2814        -2.6295228      1.4917108     -1.137812     
     45600   0.2814        -2.6393645      1.5193097     -1.1200549    
     45650   0.2814        -2.6438085      1.5073068     -1.1365017    
     45700   0.2814        -2.6456877      1.507112      -1.1385757    
     45750   0.2814        -2.6669959      1.5132399     -1.1537559    
     45800   0.2814        -2.6530557      1.5230747     -1.129981     
     45850   0.2814        -2.6754473      1.5085376     -1.1669097    
     45900   0.2814        -2.6397191      1.5135479     -1.1261712    
     45950   0.2814        -2.6534129      1.4614838     -1.1919291    
     46000   0.2814        -2.656274       1.4730029     -1.183271     
     46050   0.2814        -2.6454335      1.5022514     -1.1431821    
     46100   0.2814        -2.6547543      1.5123197     -1.1424346    
     46150   0.2814        -2.6480052      1.4881838     -1.1598214    
     46200   0.2814        -2.6427317      1.5104665     -1.1322652    
     46250   0.2814        -2.6632296      1.4929286     -1.170301     
     46300   0.2814        -2.6660312      1.5336066     -1.1324246    
     46350   0.2814        -2.6555035      1.501838      -1.1536655    
     46400   0.2814        -2.669051       1.4809606     -1.1880904    
     46450   0.2814        -2.678412       1.5128053     -1.1656067    
     46500   0.2814        -2.667246       1.4776271     -1.1896188    
     46550   0.2814        -2.6711648      1.4851663     -1.1859985    
     46600   0.2814        -2.685621       1.5168071     -1.1688139    
     46650   0.2814        -2.6960044      1.5070466     -1.1889578    
     46700   0.2814        -2.6760169      1.4719122     -1.2041047    
     46750   0.2814        -2.6914468      1.5140432     -1.1774036    
     46800   0.2814        -2.6777767      1.5395446     -1.138232     
     46850   0.2814        -2.6728323      1.5164302     -1.1564021    
     46900   0.2814        -2.6732766      1.4926798     -1.1805969    
     46950   0.2814        -2.7013101      1.4600937     -1.2412163    
     47000   0.2814        -2.6803144      1.4646255     -1.2156889    
     47050   0.2814        -2.6677403      1.5312121     -1.1365281    
     47100   0.2814        -2.6902618      1.4962697     -1.1939921    
     47150   0.2814        -2.6908814      1.4899445     -1.2009369    
     47200   0.2814        -2.6745082      1.4973464     -1.1771618    
     47250   0.2814        -2.6692245      1.4904119     -1.1788126    
     47300   0.2814        -2.6854157      1.4957038     -1.1897119    
     47350   0.2814        -2.6799903      1.5227232     -1.1572671    
     47400   0.2814        -2.685787       1.4863868     -1.1994003    
     47450   0.2814        -2.6974153      1.4657111     -1.2317042    
     47500   0.2814        -2.7017614      1.5139103     -1.1878511    
     47550   0.2814        -2.6942914      1.5255349     -1.1687565    
     47600   0.2814        -2.7022685      1.5101971     -1.1920713    
     47650   0.2814        -2.7170416      1.5070069     -1.2100347    
     47700   0.2814        -2.7108684      1.4862923     -1.2245761    
     47750   0.2814        -2.722114       1.5097098     -1.2124042    
     47800   0.2814        -2.7162441      1.5052325     -1.2110116    
     47850   0.2814        -2.7003135      1.5183239     -1.1819896    
     47900   0.2814        -2.7224579      1.4896166     -1.2328413    
     47950   0.2814        -2.7122314      1.4999705     -1.2122609    
     48000   0.2814        -2.7013755      1.5159951     -1.1853804    
     48050   0.2814        -2.6982849      1.5292429     -1.169042     
     48100   0.2814        -2.6951547      1.4731262     -1.2220285    
     48150   0.2814        -2.7126526      1.5118323     -1.2008203    
     48200   0.2814        -2.7132709      1.4805033     -1.2327677    
     48250   0.2814        -2.7093761      1.4851004     -1.2242756    
     48300   0.2814        -2.7296649      1.4764231     -1.2532418    
     48350   0.2814        -2.7197275      1.5126101     -1.2071174    
     48400   0.2814        -2.7072785      1.4613968     -1.2458816    
     48450   0.2814        -2.7245548      1.469719      -1.2548358    
     48500   0.2814        -2.7209803      1.5308607     -1.1901196    
     48550   0.2814        -2.7221033      1.5471475     -1.1749559    
     48600   0.2814        -2.6959732      1.4921807     -1.2037925    
     48650   0.2814        -2.7066144      1.4901115     -1.2165028    
     48700   0.2814        -2.7092399      1.5198366     -1.1894033    
     48750   0.2814        -2.7345141      1.5345738     -1.1999402    
     48800   0.2814        -2.7234668      1.5007576     -1.2227093    
     48850   0.2814        -2.7300772      1.4748862     -1.255191     
     48900   0.2814        -2.7368341      1.4876719     -1.2491621    
     48950   0.2814        -2.7387697      1.5105724     -1.2281972    
     49000   0.2814        -2.7200097      1.5035103     -1.2164995    
     49050   0.2814        -2.7284925      1.4828271     -1.2456654    
     49100   0.2814        -2.7196332      1.4864692     -1.233164     
     49150   0.2814        -2.7354029      1.5065492     -1.2288537    
     49200   0.2814        -2.7303502      1.484652      -1.2456982    
     49250   0.2814        -2.7529997      1.4800323     -1.2729675    
     49300   0.2814        -2.7462772      1.5068012     -1.2394759    
     49350   0.2814        -2.7669922      1.4745041     -1.2924881    
     49400   0.2814        -2.7423765      1.4918979     -1.2504786    
     49450   0.2814        -2.7506106      1.5182726     -1.2323379    
     49500   0.2814        -2.748321       1.4413453     -1.3069757    
     49550   0.2814        -2.7624921      1.4689165     -1.2935756    
     49600   0.2814        -2.748476       1.5123266     -1.2361494    
     49650   0.2814        -2.7574442      1.5049665     -1.2524777    
     49700   0.2814        -2.7487183      1.4579139     -1.2908043    
     49750   0.2814        -2.7421265      1.5090196     -1.2331069    
     49800   0.2814        -2.7598379      1.5111359     -1.248702     
     49850   0.2814        -2.7545501      1.4857383     -1.2688118    
     49900   0.2814        -2.7587032      1.4799392     -1.2787641    
     49950   0.2814        -2.7569445      1.4980363     -1.2589082    
     50000   0.2814        -2.7613917      1.4797335     -1.2816581    
     50050   0.2814        -2.7535311      1.5060841     -1.247447     
     50100   0.2814        -2.7458624      1.5327602     -1.2131022    
     50150   0.2814        -2.7487752      1.4718052     -1.27697      
     50200   0.2814        -2.750129       1.4917659     -1.2583631    
     50250   0.2814        -2.7412546      1.497833      -1.2434216    
     50300   0.2814        -2.7357435      1.5240285     -1.211715     
     50350   0.2814        -2.7384349      1.5300909     -1.208344     
     50400   0.2814        -2.7395543      1.5023188     -1.2372355    
     50450   0.2814        -2.742377       1.4758551     -1.266522     
     50500   0.2814        -2.752772       1.4645256     -1.2882465    
     50550   0.2814        -2.7453222      1.4723125     -1.2730097    
     50600   0.2814        -2.7443114      1.4577176     -1.2865938    
     50650   0.2814        -2.7694543      1.4630656     -1.3063887    
