# Equilibrio L-V con potencial Lennard-Jones

units           lj
atom_style      atomic

# Crear caja inicial (10x10x10) con red FCC y replicar en X
lattice         fcc 0.8442
Lattice spacing in x,y,z = 1.6795962 1.6795962 1.6795962
region          box block 0 10 0 10 0 10
create_box      1 box
Created orthogonal box = (0 0 0) to (16.795962 16.795962 16.795962)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 4000 atoms
  using lattice units in orthogonal box = (0 0 0) to (16.795962 16.795962 16.795962)
  create_atoms CPU = 0.007 seconds
replicate       3 1 1
Replication is creating a 3x1x1 = 3 times larger system...
  orthogonal box = (0 0 0) to (50.387886 16.795962 16.795962)
  1 by 1 by 1 MPI processor grid
  12000 atoms
  replicate CPU = 0.019 seconds

# Borrar las regiones laterales (sólo conservar el centro)
group           extremos id <> 1 4000
4000 atoms in group extremos
group           extremos id <> 8001 12000
8000 atoms in group extremos
delete_atoms    group extremos
Deleted 8000 atoms, new total = 4000

mass            1 1.0
neigh_modify    delay 5

# Inicialización de velocidades
velocity        all create 0.7 87287

# Interacción Lennard-Jones
pair_style      lj/cut 2.5
pair_coeff      1 1 1.0 1.0

# Temperatura de simulación (editable)
variable        T equal 1.0

# Primera etapa: dinámica NVE
fix             f1 all nve

compute         tempi all temp
compute         press all pressure tempi

# Registro de temperatura y presión
fix             f_temp all ave/time 10 10 100 c_tempi file temperatura_${T}.out
fix             f_temp all ave/time 10 10 100 c_tempi file temperatura_1.out
fix             f_press all ave/time 10 10 100 c_press file prico_${T}.out
fix             f_press all ave/time 10 10 100 c_press file prico_1.out

# Registro del tensor de presión completo
fix             f_tensor all ave/time 10 10 100 c_press[1] c_press[2] c_press[3] c_press[4] c_press[5] c_press[6] file ptensor_${T}.out
fix             f_tensor all ave/time 10 10 100 c_press[1] c_press[2] c_press[3] c_press[4] c_press[5] c_press[6] file ptensor_1.out

# Dump inicial para observar evolución
dump            d1 all atom 100 dump_${T}.melt
dump            d1 all atom 100 dump_1.melt

thermo_style    custom step density pe ke etotal
thermo          50
timestep        0.005

# Corrida inicial para estabilización
run             20000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 5 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 36 12 12
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.654 | 3.654 | 3.654 Mbytes
   Step        Density         PotEng         KinEng         TotEng    
     59900   0.2814        -2.8160005      1.496813      -1.3191875    
     59950   0.2814        -2.8405754      1.5024979     -1.3380774    
     60000   0.2814        -2.8111133      1.5224181     -1.2886953    
     60050   0.2814        -2.8182961      1.4818303     -1.3364658    
     60100   0.2814        -2.8097815      1.483858      -1.3259234    
     60150   0.2814        -2.8186661      1.5194676     -1.2991984    
     60200   0.2814        -2.839357       1.5107725     -1.3285845    
     60250   0.2814        -2.8343111      1.4755996     -1.3587116    
     60300   0.2814        -2.8331839      1.4873987     -1.3457851    
     60350   0.2814        -2.8324808      1.502391      -1.3300898    
     60400   0.2814        -2.8548279      1.473292      -1.3815359    
     60450   0.2814        -2.8449997      1.4662762     -1.3787235    
     60500   0.2814        -2.8772054      1.5034608     -1.3737447    
     60550   0.2814        -2.8572309      1.4801188     -1.3771121    
     60600   0.2814        -2.8519178      1.5096625     -1.3422553    
     60650   0.2814        -2.8502949      1.503728      -1.3465669    
     60700   0.2814        -2.8557525      1.4855119     -1.3702406    
     60750   0.2814        -2.8671469      1.499761      -1.3673859    
     60800   0.2814        -2.8764813      1.5000226     -1.3764587    
     60850   0.2814        -2.8768161      1.5167        -1.3601161    
     60900   0.2814        -2.8754878      1.5201516     -1.3553362    
     60950   0.2814        -2.8924127      1.5186502     -1.3737625    
     61000   0.2814        -2.8818483      1.4856658     -1.3961825    
     61050   0.2814        -2.8824122      1.5096829     -1.3727293    
     61100   0.2814        -2.8852966      1.5164589     -1.3688376    
     61150   0.2814        -2.8778043      1.4877732     -1.3900311    
     61200   0.2814        -2.8882187      1.4722999     -1.4159188    
     61250   0.2814        -2.8562482      1.498654      -1.3575943    
     61300   0.2814        -2.8622458      1.5150072     -1.3472386    
     61350   0.2814        -2.8573232      1.4803209     -1.3770023    
     61400   0.2814        -2.8432024      1.5009213     -1.3422811    
     61450   0.2814        -2.8532904      1.4592399     -1.3940505    
     61500   0.2814        -2.8562443      1.5241304     -1.332114     
     61550   0.2814        -2.878504       1.4830048     -1.3954991    
     61600   0.2814        -2.8728372      1.5188719     -1.3539653    
     61650   0.2814        -2.8794214      1.5052789     -1.3741424    
     61700   0.2814        -2.865818       1.4932608     -1.3725572    
     61750   0.2814        -2.8862639      1.5134259     -1.372838     
     61800   0.2814        -2.86518        1.5036261     -1.3615539    
     61850   0.2814        -2.86767        1.4755067     -1.3921633    
     61900   0.2814        -2.8752877      1.5050061     -1.3702816    
     61950   0.2814        -2.8808407      1.5053715     -1.3754692    
     62000   0.2814        -2.8897112      1.4830623     -1.4066489    
     62050   0.2814        -2.8942864      1.4809314     -1.413355     
     62100   0.2814        -2.8967724      1.4896379     -1.4071344    
     62150   0.2814        -2.8860823      1.4791274     -1.4069549    
     62200   0.2814        -2.8783984      1.4919555     -1.3864429    
     62250   0.2814        -2.8898563      1.4664167     -1.4234396    
     62300   0.2814        -2.9097127      1.4840916     -1.4256211    
     62350   0.2814        -2.9156381      1.4781384     -1.4374997    
     62400   0.2814        -2.9293059      1.4869797     -1.4423262    
     62450   0.2814        -2.9460423      1.5140416     -1.4320007    
     62500   0.2814        -2.9276057      1.4672186     -1.4603871    
     62550   0.2814        -2.9170309      1.5307892     -1.3862416    
     62600   0.2814        -2.9262119      1.5273139     -1.398898     
     62650   0.2814        -2.9259872      1.4783441     -1.4476431    
     62700   0.2814        -2.9321438      1.5279918     -1.4041519    
     62750   0.2814        -2.9237605      1.4902269     -1.4335336    
     62800   0.2814        -2.9186117      1.4908457     -1.427766     
     62850   0.2814        -2.9216954      1.482851      -1.4388444    
     62900   0.2814        -2.9391378      1.4880568     -1.451081     
     62950   0.2814        -2.9423389      1.516113      -1.4262259    
     63000   0.2814        -2.9551674      1.4902179     -1.4649495    
     63050   0.2814        -2.9664394      1.4758818     -1.4905576    
     63100   0.2814        -2.9660488      1.5137167     -1.4523321    
     63150   0.2814        -2.9271643      1.483377      -1.4437874    
     63200   0.2814        -2.9546201      1.5142177     -1.4404024    
     63250   0.2814        -2.9460225      1.4985368     -1.4474857    
     63300   0.2814        -2.9855364      1.465879      -1.5196575    
     63350   0.2814        -2.9684738      1.4927231     -1.4757507    
     63400   0.2814        -2.9398501      1.5178269     -1.4220232    
     63450   0.2814        -2.9275484      1.4745435     -1.453005     
     63500   0.2814        -2.9239513      1.4793753     -1.444576     
     63550   0.2814        -2.9159401      1.5196519     -1.3962882    
     63600   0.2814        -2.9165779      1.4977668     -1.4188111    
     63650   0.2814        -2.9272055      1.4717122     -1.4554933    
     63700   0.2814        -2.9069341      1.5091771     -1.397757     
     63750   0.2814        -2.9242898      1.5136356     -1.4106542    
     63800   0.2814        -2.9163589      1.4803631     -1.4359958    
     63850   0.2814        -2.8969892      1.4984604     -1.3985287    
     63900   0.2814        -2.9188567      1.4696806     -1.4491761    
     63950   0.2814        -2.9061773      1.4878758     -1.4183016    
     64000   0.2814        -2.9158972      1.490479      -1.4254182    
     64050   0.2814        -2.9161406      1.5366012     -1.3795394    
     64100   0.2814        -2.9144758      1.4792654     -1.4352104    
     64150   0.2814        -2.9177139      1.4903377     -1.4273761    
     64200   0.2814        -2.9107291      1.5032182     -1.4075109    
     64250   0.2814        -2.9046081      1.4945784     -1.4100298    
     64300   0.2814        -2.9206062      1.5169447     -1.4036615    
     64350   0.2814        -2.9089953      1.498079      -1.4109163    
     64400   0.2814        -2.9081366      1.49955       -1.4085866    
     64450   0.2814        -2.905034       1.5063048     -1.3987292    
     64500   0.2814        -2.9094682      1.4622739     -1.4471943    
     64550   0.2814        -2.915693       1.4737212     -1.4419719    
     64600   0.2814        -2.932583       1.5031964     -1.4293865    
     64650   0.2814        -2.9172457      1.5170466     -1.4001991    
     64700   0.2814        -2.9335056      1.4629094     -1.4705962    
     64750   0.2814        -2.9051302      1.4608712     -1.4442589    
     64800   0.2814        -2.9037365      1.509884      -1.3938525    
     64850   0.2814        -2.9144841      1.508157      -1.4063271    
     64900   0.2814        -2.9046251      1.516086      -1.3885391    
     64950   0.2814        -2.9027502      1.5130739     -1.3896762    
     65000   0.2814        -2.891173       1.5431347     -1.3480383    
     65050   0.2814        -2.9014796      1.4901346     -1.411345     
     65100   0.2814        -2.8986666      1.471057      -1.4276096    
     65150   0.2814        -2.9017785      1.4726107     -1.4291678    
     65200   0.2814        -2.8901447      1.5345576     -1.3555871    
     65250   0.2814        -2.8966622      1.5298003     -1.3668619    
     65300   0.2814        -2.8717544      1.5185213     -1.353233     
     65350   0.2814        -2.8935881      1.5156557     -1.3779324    
     65400   0.2814        -2.8958411      1.5160405     -1.3798006    
     65450   0.2814        -2.8795072      1.4793822     -1.400125     
     65500   0.2814        -2.8832958      1.4910058     -1.39229      
     65550   0.2814        -2.9074847      1.5155282     -1.3919566    
     65600   0.2814        -2.8951345      1.5199174     -1.3752171    
     65650   0.2814        -2.9132744      1.5109598     -1.4023147    
     65700   0.2814        -2.9091296      1.4908971     -1.4182325    
     65750   0.2814        -2.9327601      1.4638842     -1.4688759    
     65800   0.2814        -2.9067777      1.4553441     -1.4514336    
     65850   0.2814        -2.9119803      1.4714884     -1.4404918    
     65900   0.2814        -2.9047825      1.4985436     -1.4062389    
     65950   0.2814        -2.917586       1.5087423     -1.4088436    
     66000   0.2814        -2.9208434      1.4938001     -1.4270433    
     66050   0.2814        -2.9024072      1.5121815     -1.3902256    
     66100   0.2814        -2.8988707      1.4761163     -1.4227544    
     66150   0.2814        -2.8903158      1.4913708     -1.398945     
     66200   0.2814        -2.8963102      1.5390963     -1.3572139    
     66250   0.2814        -2.9135656      1.4995853     -1.4139803    
     66300   0.2814        -2.900235       1.4940336     -1.4062014    
     66350   0.2814        -2.9167848      1.4987227     -1.4180621    
     66400   0.2814        -2.9241188      1.5255013     -1.3986175    
     66450   0.2814        -2.9254239      1.515928      -1.4094959    
     66500   0.2814        -2.8988774      1.4754589     -1.4234185    
     66550   0.2814        -2.9181054      1.5063295     -1.4117758    
     66600   0.2814        -2.931805       1.4878488     -1.4439562    
     66650   0.2814        -2.9117992      1.5083649     -1.4034343    
     66700   0.2814        -2.9178601      1.5027056     -1.4151544    
     66750   0.2814        -2.913301       1.4971728     -1.4161282    
     66800   0.2814        -2.9325833      1.5186981     -1.4138852    
     66850   0.2814        -2.9334978      1.5189336     -1.4145642    
     66900   0.2814        -2.9232538      1.5106236     -1.4126303    
     66950   0.2814        -2.9235668      1.4886164     -1.4349504    
     67000   0.2814        -2.9292         1.4894958     -1.4397042    
     67050   0.2814        -2.9209428      1.4865187     -1.4344241    
     67100   0.2814        -2.9230284      1.4759668     -1.4470616    
     67150   0.2814        -2.9236414      1.5022053     -1.4214361    
     67200   0.2814        -2.9377578      1.5104584     -1.4272994    
     67250   0.2814        -2.9285972      1.5355806     -1.3930166    
     67300   0.2814        -2.9361994      1.5157512     -1.4204482    
     67350   0.2814        -2.9398777      1.4681713     -1.4717064    
     67400   0.2814        -2.9273852      1.4958387     -1.4315465    
     67450   0.2814        -2.9404222      1.4855453     -1.4548769    
     67500   0.2814        -2.9209442      1.5003152     -1.420629     
     67550   0.2814        -2.9179249      1.5079353     -1.4099896    
     67600   0.2814        -2.9273057      1.5091873     -1.4181183    
     67650   0.2814        -2.933309       1.4920703     -1.4412387    
     67700   0.2814        -2.9117462      1.4915401     -1.4202061    
     67750   0.2814        -2.9191964      1.5133566     -1.4058398    
     67800   0.2814        -2.9014533      1.495884      -1.4055693    
     67850   0.2814        -2.9106293      1.4864852     -1.4241441    
     67900   0.2814        -2.9100912      1.4984827     -1.4116085    
     67950   0.2814        -2.9083124      1.5035147     -1.4047977    
     68000   0.2814        -2.918614       1.4974978     -1.4211162    
     68050   0.2814        -2.9203578      1.5058515     -1.4145064    
     68100   0.2814        -2.9235145      1.4898366     -1.4336779    
     68150   0.2814        -2.8876232      1.4948947     -1.3927285    
     68200   0.2814        -2.9112818      1.4894562     -1.4218256    
     68250   0.2814        -2.9100508      1.4509846     -1.4590662    
     68300   0.2814        -2.9111689      1.4953559     -1.415813     
     68350   0.2814        -2.9245269      1.4655822     -1.4589447    
     68400   0.2814        -2.9076647      1.4829116     -1.4247531    
     68450   0.2814        -2.9388914      1.4995373     -1.4393541    
     68500   0.2814        -2.9312778      1.4866534     -1.4446244    
     68550   0.2814        -2.9327427      1.5209135     -1.4118292    
     68600   0.2814        -2.9116457      1.4940692     -1.4175765    
     68650   0.2814        -2.9112688      1.5534931     -1.3577757    
     68700   0.2814        -2.8948442      1.4761406     -1.4187036    
     68750   0.2814        -2.9032909      1.5094412     -1.3938496    
     68800   0.2814        -2.8924846      1.4842032     -1.4082815    
     68850   0.2814        -2.8879328      1.5097102     -1.3782226    
     68900   0.2814        -2.9044044      1.509515      -1.3948894    
     68950   0.2814        -2.9011927      1.4957756     -1.4054171    
     69000   0.2814        -2.8981648      1.488004      -1.4101608    
     69050   0.2814        -2.8752685      1.4929976     -1.3822708    
     69100   0.2814        -2.9081824      1.497671      -1.4105114    
     69150   0.2814        -2.9009939      1.5209108     -1.3800831    
     69200   0.2814        -2.9013242      1.4337428     -1.4675814    
     69250   0.2814        -2.9047512      1.4996104     -1.4051408    
     69300   0.2814        -2.9374803      1.5012285     -1.4362518    
     69350   0.2814        -2.9264484      1.5234341     -1.4030143    
     69400   0.2814        -2.9217366      1.51358       -1.4081565    
     69450   0.2814        -2.9073007      1.4550659     -1.4522348    
     69500   0.2814        -2.8974327      1.472696      -1.4247367    
     69550   0.2814        -2.9031704      1.4792725     -1.4238979    
     69600   0.2814        -2.9219677      1.5035601     -1.4184076    
     69650   0.2814        -2.9274691      1.5104415     -1.4170276    
     69700   0.2814        -2.9032627      1.5030875     -1.4001752    
     69750   0.2814        -2.9128204      1.5002908     -1.4125297    
     69800   0.2814        -2.9261921      1.4890297     -1.4371623    
     69850   0.2814        -2.9271198      1.4997262     -1.4273936    
     69900   0.2814        -2.923038       1.5318198     -1.3912182    
     69950   0.2814        -2.9206992      1.4851354     -1.4355638    
     70000   0.2814        -2.9083984      1.5128484     -1.39555      
     70050   0.2814        -2.9187983      1.5062785     -1.4125198    
     70100   0.2814        -2.9491887      1.4661572     -1.4830315    
     70150   0.2814        -2.9379117      1.4936181     -1.4442936    
     70200   0.2814        -2.9476969      1.5050741     -1.4426228    
     70250   0.2814        -2.950384       1.4982775     -1.4521065    
     70300   0.2814        -2.9608653      1.513268      -1.4475973    
     70350   0.2814        -2.9442667      1.5414559     -1.4028108    
     70400   0.2814        -2.9385282      1.4952127     -1.4433155    
     70450   0.2814        -2.9255103      1.4705629     -1.4549475    
     70500   0.2814        -2.8972199      1.496264      -1.4009559    
     70550   0.2814        -2.9241458      1.502449      -1.4216968    
     70600   0.2814        -2.9216394      1.4967235     -1.4249159    
     70650   0.2814        -2.925229       1.4930926     -1.4321364    
     70700   0.2814        -2.93731        1.4726529     -1.4646571    
     70750   0.2814        -2.9171676      1.4827567     -1.4344108    
     70800   0.2814        -2.9159654      1.489686      -1.4262794    
     70850   0.2814        -2.9225629      1.5333822     -1.3891807    
     70900   0.2814        -2.936566       1.4894252     -1.4471409    
     70950   0.2814        -2.9622465      1.5075858     -1.4546607    
     71000   0.2814        -2.9407801      1.5053084     -1.4354716    
     71050   0.2814        -2.9444889      1.52372       -1.4207689    
     71100   0.2814        -2.935195       1.5303652     -1.4048298    
     71150   0.2814        -2.9376695      1.5057769     -1.4318926    
     71200   0.2814        -2.938065       1.4775407     -1.4605242    
     71250   0.2814        -2.9475487      1.4963646     -1.4511841    
     71300   0.2814        -2.9570757      1.5258893     -1.4311864    
     71350   0.2814        -2.9624462      1.4786768     -1.4837694    
     71400   0.2814        -2.9471193      1.5152287     -1.4318906    
     71450   0.2814        -2.9529033      1.4881308     -1.4647725    
     71500   0.2814        -2.9501481      1.473351      -1.476797     
     71550   0.2814        -2.9483539      1.5091477     -1.4392062    
     71600   0.2814        -2.9646135      1.5223032     -1.4423104    
     71650   0.2814        -2.9821899      1.4984544     -1.4837355    
     71700   0.2814        -2.9611145      1.4876801     -1.4734344    
     71750   0.2814        -2.9734095      1.4817997     -1.4916098    
     71800   0.2814        -2.9737039      1.512189      -1.4615149    
     71850   0.2814        -2.9797518      1.4729298     -1.506822     
     71900   0.2814        -2.9832151      1.4852915     -1.4979236    
     71950   0.2814        -2.9997018      1.5124141     -1.4872878    
     72000   0.2814        -2.9906291      1.4758941     -1.5147349    
     72050   0.2814        -2.9770057      1.471639      -1.5053667    
     72100   0.2814        -2.9773297      1.5048752     -1.4724545    
     72150   0.2814        -2.982925       1.5035131     -1.4794119    
     72200   0.2814        -2.9816993      1.5143465     -1.4673528    
     72250   0.2814        -2.9876335      1.4764621     -1.5111713    
     72300   0.2814        -2.9750685      1.5217679     -1.4533007    
     72350   0.2814        -2.9752952      1.5225638     -1.4527314    
     72400   0.2814        -2.9813007      1.5323101     -1.4489905    
     72450   0.2814        -2.9875301      1.5018454     -1.4856846    
     72500   0.2814        -2.9847855      1.4824104     -1.5023751    
     72550   0.2814        -2.98045        1.4918535     -1.4885965    
     72600   0.2814        -2.9894528      1.4660552     -1.5233976    
     72650   0.2814        -2.9863738      1.4763527     -1.5100211    
     72700   0.2814        -2.9806701      1.5005399     -1.4801303    
     72750   0.2814        -2.9951603      1.5009521     -1.4942082    
     72800   0.2814        -2.9917913      1.5032061     -1.4885852    
     72850   0.2814        -2.9859742      1.4767287     -1.5092455    
     72900   0.2814        -2.9722594      1.5215405     -1.4507189    
     72950   0.2814        -2.9838586      1.4967067     -1.4871519    
     73000   0.2814        -2.972181       1.4926443     -1.4795367    
     73050   0.2814        -2.9675106      1.4855175     -1.4819931    
     73100   0.2814        -2.9826205      1.487244      -1.4953765    
     73150   0.2814        -2.9748341      1.522837      -1.4519971    
     73200   0.2814        -3.0028829      1.4557711     -1.5471119    
     73250   0.2814        -2.9580087      1.488533      -1.4694758    
     73300   0.2814        -2.9771914      1.5029606     -1.4742308    
     73350   0.2814        -2.9751172      1.4569027     -1.5182145    
     73400   0.2814        -2.9742993      1.5159103     -1.458389     
     73450   0.2814        -2.974849       1.5126192     -1.4622297    
     73500   0.2814        -2.9745788      1.4893633     -1.4852155    
     73550   0.2814        -2.9727702      1.5002874     -1.4724827    
     73600   0.2814        -2.9693976      1.5124011     -1.4569965    
     73650   0.2814        -2.9778889      1.4932746     -1.4846143    
     73700   0.2814        -2.9706085      1.4689916     -1.5016168    
     73750   0.2814        -2.9766886      1.5214678     -1.4552209    
     73800   0.2814        -2.9669216      1.5029296     -1.463992     
     73850   0.2814        -2.9586778      1.5235547     -1.4351231    
     73900   0.2814        -2.977146       1.4676636     -1.5094824    
     73950   0.2814        -2.9930347      1.5345051     -1.4585296    
     74000   0.2814        -2.9868116      1.49834       -1.4884717    
     74050   0.2814        -2.9653576      1.4999278     -1.4654299    
     74100   0.2814        -2.9937163      1.4792386     -1.5144777    
     74150   0.2814        -2.9996857      1.5252631     -1.4744227    
     74200   0.2814        -2.961309       1.462519      -1.49879      
     74250   0.2814        -2.9535579      1.5052178     -1.4483401    
     74300   0.2814        -2.9799202      1.5077858     -1.4721343    
     74350   0.2814        -2.968686       1.5036898     -1.4649962    
     74400   0.2814        -2.9641062      1.4970475     -1.4670587    
     74450   0.2814        -2.9679194      1.5288482     -1.4390712    
     74500   0.2814        -2.9426111      1.4997074     -1.4429037    
     74550   0.2814        -2.925798       1.5542137     -1.3715844    
     74600   0.2814        -2.9360887      1.4991071     -1.4369815    
     74650   0.2814        -2.9412989      1.4826382     -1.4586608    
     74700   0.2814        -2.931751       1.4798999     -1.4518511    
     74750   0.2814        -2.9405132      1.5213994     -1.4191138    
     74800   0.2814        -2.9392158      1.5280555     -1.4111603    
     74850   0.2814        -2.9389921      1.4961772     -1.4428149    
     74900   0.2814        -2.9222961      1.4671202     -1.4551759    
     74950   0.2814        -2.9089953      1.5073544     -1.4016409    
     75000   0.2814        -2.9259669      1.5274125     -1.3985544    
     75050   0.2814        -2.902985       1.512177      -1.390808     
     75100   0.2814        -2.8996697      1.4853259     -1.4143438    
     75150   0.2814        -2.8928473      1.5405891     -1.3522582    
     75200   0.2814        -2.9035833      1.4876171     -1.4159662    
     75250   0.2814        -2.915225       1.5100519     -1.4051731    
     75300   0.2814        -2.8962942      1.4825035     -1.4137907    
     75350   0.2814        -2.9354436      1.4952922     -1.4401514    
     75400   0.2814        -2.9234695      1.5152738     -1.4081957    
     75450   0.2814        -2.8947683      1.528302      -1.3664663    
     75500   0.2814        -2.9192194      1.518188      -1.4010315    
     75550   0.2814        -2.8959927      1.4846809     -1.4113118    
     75600   0.2814        -2.9055403      1.5139541     -1.3915862    
     75650   0.2814        -2.8878253      1.5035395     -1.3842858    
     75700   0.2814        -2.8941587      1.496692      -1.3974667    
     75750   0.2814        -2.8833998      1.5138543     -1.3695455    
     75800   0.2814        -2.8786855      1.5052167     -1.3734688    
     75850   0.2814        -2.8710908      1.477115      -1.3939758    
     75900   0.2814        -2.8760074      1.5047711     -1.3712363    
     75950   0.2814        -2.8867403      1.5119616     -1.3747787    
     76000   0.2814        -2.8681665      1.4724655     -1.395701     
     76050   0.2814        -2.8748666      1.4971879     -1.3776788    
     76100   0.2814        -2.8830159      1.4899398     -1.3930761    
     76150   0.2814        -2.8818725      1.5249774     -1.3568951    
     76200   0.2814        -2.9028226      1.5059018     -1.3969208    
     76250   0.2814        -2.8916794      1.5127836     -1.3788959    
     76300   0.2814        -2.9019951      1.4902587     -1.4117364    
     76350   0.2814        -2.8912275      1.493673      -1.3975545    
     76400   0.2814        -2.9114541      1.5072432     -1.4042109    
     76450   0.2814        -2.9185095      1.5203496     -1.3981599    
     76500   0.2814        -2.9309309      1.4916781     -1.4392528    
     76550   0.2814        -2.915629       1.4877131     -1.4279159    
     76600   0.2814        -2.9179853      1.5320252     -1.3859601    
     76650   0.2814        -2.9386299      1.4866114     -1.4520185    
     76700   0.2814        -2.9239892      1.5087135     -1.4152758    
     76750   0.2814        -2.9097201      1.5012281     -1.408492     
     76800   0.2814        -2.9036958      1.5098043     -1.3938914    
     76850   0.2814        -2.9260478      1.5142162     -1.4118316    
     76900   0.2814        -2.9048091      1.5284891     -1.37632      
     76950   0.2814        -2.89775        1.4910683     -1.4066817    
     77000   0.2814        -2.8961366      1.5224717     -1.3736649    
     77050   0.2814        -2.9052878      1.4921562     -1.4131317    
     77100   0.2814        -2.903795       1.4863828     -1.4174123    
     77150   0.2814        -2.8982813      1.4976045     -1.4006768    
     77200   0.2814        -2.913122       1.5350513     -1.3780708    
     77250   0.2814        -2.8840878      1.5195794     -1.3645085    
     77300   0.2814        -2.8986642      1.467101      -1.4315632    
     77350   0.2814        -2.9120987      1.5130786     -1.3990202    
     77400   0.2814        -2.9097109      1.5132521     -1.3964588    
     77450   0.2814        -2.9376936      1.4971001     -1.4405935    
     77500   0.2814        -2.9265604      1.5032273     -1.4233331    
     77550   0.2814        -2.9159173      1.5091721     -1.4067452    
     77600   0.2814        -2.9387223      1.4537902     -1.4849321    
     77650   0.2814        -2.9402974      1.5024158     -1.4378816    
     77700   0.2814        -2.9328562      1.5062557     -1.4266005    
     77750   0.2814        -2.9365665      1.5086677     -1.4278989    
     77800   0.2814        -2.9349434      1.5062086     -1.4287348    
     77850   0.2814        -2.9233556      1.5067972     -1.4165584    
     77900   0.2814        -2.917368       1.5004788     -1.4168891    
     77950   0.2814        -2.9215496      1.4662983     -1.4552513    
     78000   0.2814        -2.9137759      1.4724115     -1.4413645    
     78050   0.2814        -2.9256914      1.506343      -1.4193484    
     78100   0.2814        -2.9251957      1.5091029     -1.4160928    
     78150   0.2814        -2.9225277      1.4948705     -1.4276573    
     78200   0.2814        -2.9274981      1.5225463     -1.4049518    
     78250   0.2814        -2.9164055      1.4972197     -1.4191857    
     78300   0.2814        -2.9134445      1.5071426     -1.4063019    
     78350   0.2814        -2.9133625      1.476399      -1.4369635    
     78400   0.2814        -2.9129878      1.5308686     -1.3821192    
     78450   0.2814        -2.9075217      1.5128489     -1.3946728    
     78500   0.2814        -2.9017215      1.5080614     -1.3936601    
     78550   0.2814        -2.9115947      1.4854164     -1.4261783    
     78600   0.2814        -2.9083904      1.5229506     -1.3854399    
     78650   0.2814        -2.9145838      1.512147      -1.4024368    
     78700   0.2814        -2.8971775      1.4930177     -1.4041598    
     78750   0.2814        -2.9087762      1.4977259     -1.4110503    
     78800   0.2814        -2.8929053      1.5121667     -1.3807385    
     78850   0.2814        -2.904699       1.5154837     -1.3892153    
     78900   0.2814        -2.8783694      1.49445       -1.3839194    
     78950   0.2814        -2.8849292      1.5097999     -1.3751294    
     79000   0.2814        -2.8737172      1.5253586     -1.3483586    
     79050   0.2814        -2.9090016      1.5003376     -1.4086641    
     79100   0.2814        -2.9313365      1.5000359     -1.4313006    
     79150   0.2814        -2.8984389      1.4885272     -1.4099117    
     79200   0.2814        -2.9153789      1.5009158     -1.4144631    
     79250   0.2814        -2.9027742      1.4838351     -1.4189391    
     79300   0.2814        -2.9130062      1.4863902     -1.426616     
     79350   0.2814        -2.9069564      1.5123993     -1.3945571    
     79400   0.2814        -2.9197214      1.4755856     -1.4441359    
     79450   0.2814        -2.8992553      1.4826716     -1.4165837    
     79500   0.2814        -2.9162353      1.4865321     -1.4297031    
     79550   0.2814        -2.8941692      1.485499      -1.4086702    
     79600   0.2814        -2.8972604      1.4740795     -1.4231809    
     79650   0.2814        -2.8999702      1.471281      -1.4286893    
     79700   0.2814        -2.8896844      1.5221467     -1.3675377    
     79750   0.2814        -2.890875       1.5004561     -1.3904189    
     79800   0.2814        -2.90511        1.4997137     -1.4053963    
     79850   0.2814        -2.8779337      1.4908378     -1.3870958    
     79900   0.2814        -2.8868773      1.5028877     -1.3839896    
     79950   0.2814        -2.8641381      1.5241758     -1.3399623    
     80000   0.2814        -2.8802746      1.5116285     -1.3686461    
     80050   0.2814        -2.8868036      1.4883638     -1.3984399    
     80100   0.2814        -2.9041999      1.4821966     -1.4220033    
     80150   0.2814        -2.8895117      1.5042599     -1.3852519    
     80200   0.2814        -2.8778127      1.4814776     -1.3963351    
     80250   0.2814        -2.8676101      1.4964852     -1.371125     
     80300   0.2814        -2.8654415      1.4869277     -1.3785138    
     80350   0.2814        -2.8811334      1.5288135     -1.3523199    
     80400   0.2814        -2.8928784      1.4770196     -1.4158589    
     80450   0.2814        -2.8958832      1.4470176     -1.4488656    
     80500   0.2814        -2.8833793      1.5057861     -1.3775932    
     80550   0.2814        -2.8940086      1.474339      -1.4196696    
     80600   0.2814        -2.8997924      1.525341      -1.3744514    
     80650   0.2814        -2.9055692      1.5009899     -1.4045793    
     80700   0.2814        -2.8851495      1.4980363     -1.3871133    
     80750   0.2814        -2.9050452      1.4779703     -1.4270748    
     80800   0.2814        -2.9081228      1.4787736     -1.4293492    
     80850   0.2814        -2.8942896      1.4711483     -1.4231413    
     80900   0.2814        -2.9030145      1.4747272     -1.4282874    
     80950   0.2814        -2.9068234      1.5112266     -1.3955968    
     81000   0.2814        -2.9061395      1.4715407     -1.4345988    
     81050   0.2814        -2.9094918      1.4734805     -1.4360112    
     81100   0.2814        -2.9284184      1.5225191     -1.4058993    
